gene_id,protein_id
ENSG00000151475,ENSP00000151475
ENSG00000151490,ENSP00000151490
ENSG00000151491,ENSP00000151491
ENSG00000151498,ENSP00000151498
ENSG00000151500,ENSP00000151500
ENSG00000151502,ENSP00000151502
ENSG00000151503,ENSP00000151503
ENSG00000151532,ENSP00000151532
ENSG00000151552,ENSP00000151552
ENSG00000151553,ENSP00000151553
ENSG00000151572,ENSP00000151572
ENSG00000151575,ENSP00000151575
ENSG00000151576,ENSP00000151576
ENSG00000151577,ENSP00000151577
ENSG00000151611,ENSP00000151611
ENSG00000151612,ENSP00000151612
ENSG00000151615,ENSP00000151615
ENSG00000151617,ENSP00000151617
ENSG00000151623,ENSP00000151623
ENSG00000151631,ENSP00000151631
ENSG00000151632,ENSP00000151632
ENSG00000151640,ENSP00000151640
ENSG00000151650,ENSP00000151650
ENSG00000151651,ENSP00000151651
ENSG00000151655,ENSP00000151655
ENSG00000151657,ENSP00000151657
ENSG00000151665,ENSP00000151665
ENSG00000151687,ENSP00000151687
ENSG00000151689,ENSP00000151689
ENSG00000151690,ENSP00000151690
ENSG00000151692,ENSP00000151692
ENSG00000151693,ENSP00000151693
ENSG00000151694,ENSP00000151694
ENSG00000151702,ENSP00000151702
ENSG00000151704,ENSP00000151704
ENSG00000151715,ENSP00000151715
ENSG00000151718,ENSP00000151718
ENSG00000151725,ENSP00000151725
ENSG00000151726,ENSP00000151726
ENSG00000151729,ENSP00000151729
ENSG00000151743,ENSP00000151743
ENSG00000151746,ENSP00000151746
ENSG00000151748,ENSP00000151748
ENSG00000151773,ENSP00000151773
ENSG00000151778,ENSP00000151778
ENSG00000151779,ENSP00000151779
ENSG00000151789,ENSP00000151789
ENSG00000151790,ENSP00000151790
ENSG00000151806,ENSP00000151806
ENSG00000151812,ENSP00000151812
ENSG00000151834,ENSP00000151834
ENSG00000151835,ENSP00000151835
ENSG00000151838,ENSP00000151838
ENSG00000151846,ENSP00000151846
ENSG00000151849,ENSP00000151849
ENSG00000151876,ENSP00000151876
ENSG00000151881,ENSP00000151881
ENSG00000151882,ENSP00000151882
ENSG00000151883,ENSP00000151883
ENSG00000151892,ENSP00000151892
ENSG00000151893,ENSP00000151893
ENSG00000151914,ENSP00000151914
ENSG00000151917,ENSP00000151917
ENSG00000151923,ENSP00000151923
ENSG00000151929,ENSP00000151929
ENSG00000151948,ENSP00000151948
ENSG00000151952,ENSP00000151952
ENSG00000151962,ENSP00000151962
ENSG00000151963,ENSP00000151963
ENSG00000151967,ENSP00000151967
ENSG00000152034,ENSP00000152034
ENSG00000152049,ENSP00000152049
ENSG00000152056,ENSP00000152056
ENSG00000152061,ENSP00000152061
ENSG00000152076,ENSP00000152076
ENSG00000152078,ENSP00000152078
ENSG00000152082,ENSP00000152082
ENSG00000152086,ENSP00000152086
ENSG00000152092,ENSP00000152092
ENSG00000152093,ENSP00000152093
ENSG00000152102,ENSP00000152102
ENSG00000152104,ENSP00000152104
ENSG00000152117,ENSP00000152117
ENSG00000152127,ENSP00000152127
ENSG00000152128,ENSP00000152128
ENSG00000152133,ENSP00000152133
ENSG00000152137,ENSP00000152137
ENSG00000152147,ENSP00000152147
ENSG00000152154,ENSP00000152154
ENSG00000152192,ENSP00000152192
ENSG00000152193,ENSP00000152193
ENSG00000152207,ENSP00000152207
ENSG00000152208,ENSP00000152208
ENSG00000152213,ENSP00000152213
ENSG00000152214,ENSP00000152214
ENSG00000152217,ENSP00000152217
ENSG00000152219,ENSP00000152219
ENSG00000152223,ENSP00000152223
ENSG00000152229,ENSP00000152229
ENSG00000152234,ENSP00000152234
ENSG00000152240,ENSP00000152240
ENSG00000152242,ENSP00000152242
ENSG00000152253,ENSP00000152253
ENSG00000152254,ENSP00000152254
ENSG00000152256,ENSP00000152256
ENSG00000152266,ENSP00000152266
ENSG00000152270,ENSP00000152270
ENSG00000152284,ENSP00000152284
ENSG00000152291,ENSP00000152291
ENSG00000152292,ENSP00000152292
ENSG00000152315,ENSP00000152315
ENSG00000152332,ENSP00000152332
ENSG00000152348,ENSP00000152348
ENSG00000152359,ENSP00000152359
ENSG00000152377,ENSP00000152377
ENSG00000152380,ENSP00000152380
ENSG00000152382,ENSP00000152382
ENSG00000152402,ENSP00000152402
ENSG00000152404,ENSP00000152404
ENSG00000152409,ENSP00000152409
ENSG00000152413,ENSP00000152413
ENSG00000152422,ENSP00000152422
ENSG00000152430,ENSP00000152430
ENSG00000152433,ENSP00000152433
ENSG00000152439,ENSP00000152439
ENSG00000152443,ENSP00000152443
ENSG00000152454,ENSP00000152454
ENSG00000152455,ENSP00000152455
ENSG00000152457,ENSP00000152457
ENSG00000152463,ENSP00000152463
ENSG00000152464,ENSP00000152464
ENSG00000152465,ENSP00000152465
ENSG00000152467,ENSP00000152467
ENSG00000152475,ENSP00000152475
ENSG00000152484,ENSP00000152484
ENSG00000152492,ENSP00000152492
ENSG00000152495,ENSP00000152495
ENSG00000152503,ENSP00000152503
ENSG00000152518,ENSP00000152518
ENSG00000152520,ENSP00000152520
ENSG00000152527,ENSP00000152527
ENSG00000152556,ENSP00000152556
ENSG00000152558,ENSP00000152558
ENSG00000152578,ENSP00000152578
ENSG00000152580,ENSP00000152580
ENSG00000152582,ENSP00000152582
ENSG00000152583,ENSP00000152583
ENSG00000152591,ENSP00000152591
ENSG00000152592,ENSP00000152592
ENSG00000152595,ENSP00000152595
ENSG00000152601,ENSP00000152601
ENSG00000152611,ENSP00000152611
ENSG00000152620,ENSP00000152620
ENSG00000152642,ENSP00000152642
ENSG00000152661,ENSP00000152661
ENSG00000152669,ENSP00000152669
ENSG00000152670,ENSP00000152670
ENSG00000152672,ENSP00000152672
ENSG00000152683,ENSP00000152683
ENSG00000152684,ENSP00000152684
ENSG00000152689,ENSP00000152689
ENSG00000152700,ENSP00000152700
ENSG00000152705,ENSP00000152705
ENSG00000152749,ENSP00000152749
ENSG00000152760,ENSP00000152760
ENSG00000152763,ENSP00000152763
ENSG00000152766,ENSP00000152766
ENSG00000152767,ENSP00000152767
ENSG00000152778,ENSP00000152778
ENSG00000152779,ENSP00000152779
ENSG00000152782,ENSP00000152782
ENSG00000152784,ENSP00000152784
ENSG00000152785,ENSP00000152785
ENSG00000152795,ENSP00000152795
ENSG00000152804,ENSP00000152804
ENSG00000152818,ENSP00000152818
ENSG00000152822,ENSP00000152822
ENSG00000152894,ENSP00000152894
ENSG00000152904,ENSP00000152904
ENSG00000152910,ENSP00000152910
ENSG00000152926,ENSP00000152926
ENSG00000152931,ENSP00000152931
ENSG00000152932,ENSP00000152932
ENSG00000152936,ENSP00000152936
ENSG00000152939,ENSP00000152939
ENSG00000152942,ENSP00000152942
ENSG00000152944,ENSP00000152944
ENSG00000152952,ENSP00000152952
ENSG00000152953,ENSP00000152953
ENSG00000152954,ENSP00000152954
ENSG00000152969,ENSP00000152969
ENSG00000152977,ENSP00000152977
ENSG00000152990,ENSP00000152990
ENSG00000153002,ENSP00000153002
ENSG00000153006,ENSP00000153006
ENSG00000153012,ENSP00000153012
ENSG00000153015,ENSP00000153015
ENSG00000153029,ENSP00000153029
ENSG00000153037,ENSP00000153037
ENSG00000153044,ENSP00000153044
ENSG00000153046,ENSP00000153046
ENSG00000153048,ENSP00000153048
ENSG00000153060,ENSP00000153060
ENSG00000153064,ENSP00000153064
ENSG00000153066,ENSP00000153066
ENSG00000153071,ENSP00000153071
ENSG00000153086,ENSP00000153086
ENSG00000153093,ENSP00000153093
ENSG00000153094,ENSP00000153094
ENSG00000153107,ENSP00000153107
ENSG00000153113,ENSP00000153113
ENSG00000153130,ENSP00000153130
ENSG00000153132,ENSP00000153132
ENSG00000153140,ENSP00000153140
ENSG00000153147,ENSP00000153147
ENSG00000153157,ENSP00000153157
ENSG00000153162,ENSP00000153162
ENSG00000153165,ENSP00000153165
ENSG00000153179,ENSP00000153179
ENSG00000153187,ENSP00000153187
ENSG00000153201,ENSP00000153201
ENSG00000153207,ENSP00000153207
ENSG00000153208,ENSP00000153208
ENSG00000153214,ENSP00000153214
ENSG00000153230,ENSP00000153230
ENSG00000153233,ENSP00000153233
ENSG00000153234,ENSP00000153234
ENSG00000153237,ENSP00000153237
ENSG00000153246,ENSP00000153246
ENSG00000153250,ENSP00000153250
ENSG00000153253,ENSP00000153253
ENSG00000153266,ENSP00000153266
ENSG00000153283,ENSP00000153283
ENSG00000153291,ENSP00000153291
ENSG00000153292,ENSP00000153292
ENSG00000153294,ENSP00000153294
ENSG00000153303,ENSP00000153303
ENSG00000153310,ENSP00000153310
ENSG00000153317,ENSP00000153317
ENSG00000153339,ENSP00000153339
ENSG00000153347,ENSP00000153347
ENSG00000153363,ENSP00000153363
ENSG00000153391,ENSP00000153391
ENSG00000153395,ENSP00000153395
ENSG00000153404,ENSP00000153404
ENSG00000153406,ENSP00000153406
ENSG00000153443,ENSP00000153443
ENSG00000153446,ENSP00000153446
ENSG00000153485,ENSP00000153485
ENSG00000153487,ENSP00000153487
ENSG00000153495,ENSP00000153495
ENSG00000153498,ENSP00000153498
ENSG00000153531,ENSP00000153531
ENSG00000153551,ENSP00000153551
ENSG00000153558,ENSP00000153558
ENSG00000153560,ENSP00000153560
ENSG00000153561,ENSP00000153561
ENSG00000153563,ENSP00000153563
ENSG00000153574,ENSP00000153574
ENSG00000153684,ENSP00000153684
ENSG00000153707,ENSP00000153707
ENSG00000153714,ENSP00000153714
ENSG00000153721,ENSP00000153721
ENSG00000153767,ENSP00000153767
ENSG00000153774,ENSP00000153774
ENSG00000153779,ENSP00000153779
ENSG00000153786,ENSP00000153786
ENSG00000153789,ENSP00000153789
ENSG00000153790,ENSP00000153790
ENSG00000153802,ENSP00000153802
ENSG00000153814,ENSP00000153814
ENSG00000153815,ENSP00000153815
ENSG00000153820,ENSP00000153820
ENSG00000153822,ENSP00000153822
ENSG00000153823,ENSP00000153823
ENSG00000153827,ENSP00000153827
ENSG00000153832,ENSP00000153832
ENSG00000153879,ENSP00000153879
ENSG00000153885,ENSP00000153885
ENSG00000153896,ENSP00000153896
ENSG00000153898,ENSP00000153898
ENSG00000153902,ENSP00000153902
ENSG00000153904,ENSP00000153904
ENSG00000153914,ENSP00000153914
ENSG00000153922,ENSP00000153922
ENSG00000153923,ENSP00000153923
ENSG00000153930,ENSP00000153930
ENSG00000153933,ENSP00000153933
ENSG00000153936,ENSP00000153936
ENSG00000153944,ENSP00000153944
ENSG00000153956,ENSP00000153956
ENSG00000153975,ENSP00000153975
ENSG00000153976,ENSP00000153976
ENSG00000153982,ENSP00000153982
ENSG00000153989,ENSP00000153989
ENSG00000153993,ENSP00000153993
ENSG00000154001,ENSP00000154001
ENSG00000154007,ENSP00000154007
ENSG00000154016,ENSP00000154016
ENSG00000154025,ENSP00000154025
ENSG00000154027,ENSP00000154027
ENSG00000154040,ENSP00000154040
ENSG00000154059,ENSP00000154059
ENSG00000154065,ENSP00000154065
ENSG00000154079,ENSP00000154079
ENSG00000154080,ENSP00000154080
ENSG00000154096,ENSP00000154096
ENSG00000154099,ENSP00000154099
ENSG00000154102,ENSP00000154102
ENSG00000154114,ENSP00000154114
ENSG00000154118,ENSP00000154118
ENSG00000154122,ENSP00000154122
ENSG00000154124,ENSP00000154124
ENSG00000154127,ENSP00000154127
ENSG00000154133,ENSP00000154133
ENSG00000154134,ENSP00000154134
ENSG00000154143,ENSP00000154143
ENSG00000154144,ENSP00000154144
ENSG00000154146,ENSP00000154146
ENSG00000154153,ENSP00000154153
ENSG00000154162,ENSP00000154162
ENSG00000154165,ENSP00000154165
ENSG00000154174,ENSP00000154174
ENSG00000154175,ENSP00000154175
ENSG00000154188,ENSP00000154188
ENSG00000154198,ENSP00000154198
ENSG00000154217,ENSP00000154217
ENSG00000154222,ENSP00000154222
ENSG00000154227,ENSP00000154227
ENSG00000154229,ENSP00000154229
ENSG00000154237,ENSP00000154237
ENSG00000154240,ENSP00000154240
ENSG00000154252,ENSP00000154252
ENSG00000154258,ENSP00000154258
ENSG00000154262,ENSP00000154262
ENSG00000154263,ENSP00000154263
ENSG00000154265,ENSP00000154265
ENSG00000154269,ENSP00000154269
ENSG00000154274,ENSP00000154274
ENSG00000154277,ENSP00000154277
ENSG00000154305,ENSP00000154305
ENSG00000154309,ENSP00000154309
ENSG00000154310,ENSP00000154310
ENSG00000154316,ENSP00000154316
ENSG00000154319,ENSP00000154319
ENSG00000154328,ENSP00000154328
ENSG00000154330,ENSP00000154330
ENSG00000154342,ENSP00000154342
ENSG00000154358,ENSP00000154358
ENSG00000154359,ENSP00000154359
ENSG00000154370,ENSP00000154370
ENSG00000154380,ENSP00000154380
ENSG00000154415,ENSP00000154415
ENSG00000154429,ENSP00000154429
ENSG00000154438,ENSP00000154438
ENSG00000154447,ENSP00000154447
ENSG00000154451,ENSP00000154451
ENSG00000154473,ENSP00000154473
ENSG00000154478,ENSP00000154478
ENSG00000154479,ENSP00000154479
ENSG00000154485,ENSP00000154485
ENSG00000154493,ENSP00000154493
ENSG00000154511,ENSP00000154511
ENSG00000154518,ENSP00000154518
ENSG00000154529,ENSP00000154529
ENSG00000154545,ENSP00000154545
ENSG00000154548,ENSP00000154548
ENSG00000154553,ENSP00000154553
ENSG00000154556,ENSP00000154556
ENSG00000154582,ENSP00000154582
ENSG00000154589,ENSP00000154589
ENSG00000154608,ENSP00000154608
ENSG00000154611,ENSP00000154611
ENSG00000154620,ENSP00000154620
ENSG00000154639,ENSP00000154639
ENSG00000154640,ENSP00000154640
ENSG00000154642,ENSP00000154642
ENSG00000154645,ENSP00000154645
ENSG00000154646,ENSP00000154646
ENSG00000154654,ENSP00000154654
ENSG00000154655,ENSP00000154655
ENSG00000154678,ENSP00000154678
ENSG00000154710,ENSP00000154710
ENSG00000154719,ENSP00000154719
ENSG00000154721,ENSP00000154721
ENSG00000154723,ENSP00000154723
ENSG00000154727,ENSP00000154727
ENSG00000154734,ENSP00000154734
ENSG00000154736,ENSP00000154736
ENSG00000154743,ENSP00000154743
ENSG00000154760,ENSP00000154760
ENSG00000154764,ENSP00000154764
ENSG00000154767,ENSP00000154767
ENSG00000154781,ENSP00000154781
ENSG00000154783,ENSP00000154783
ENSG00000154803,ENSP00000154803
ENSG00000154813,ENSP00000154813
ENSG00000154814,ENSP00000154814
ENSG00000154822,ENSP00000154822
ENSG00000154832,ENSP00000154832
ENSG00000154839,ENSP00000154839
ENSG00000154845,ENSP00000154845
ENSG00000154856,ENSP00000154856
ENSG00000154864,ENSP00000154864
ENSG00000154874,ENSP00000154874
ENSG00000154889,ENSP00000154889
ENSG00000154898,ENSP00000154898
ENSG00000154914,ENSP00000154914
ENSG00000154917,ENSP00000154917
ENSG00000154920,ENSP00000154920
ENSG00000154928,ENSP00000154928
ENSG00000154930,ENSP00000154930
ENSG00000154945,ENSP00000154945
ENSG00000154957,ENSP00000154957
ENSG00000154975,ENSP00000154975
ENSG00000154978,ENSP00000154978
ENSG00000154997,ENSP00000154997
ENSG00000155008,ENSP00000155008
ENSG00000155011,ENSP00000155011
ENSG00000155016,ENSP00000155016
ENSG00000155026,ENSP00000155026
ENSG00000155034,ENSP00000155034
ENSG00000155052,ENSP00000155052
ENSG00000155066,ENSP00000155066
ENSG00000155070,ENSP00000155070
ENSG00000155085,ENSP00000155085
ENSG00000155087,ENSP00000155087
ENSG00000155090,ENSP00000155090
ENSG00000155093,ENSP00000155093
ENSG00000155096,ENSP00000155096
ENSG00000155097,ENSP00000155097
ENSG00000155099,ENSP00000155099
ENSG00000155100,ENSP00000155100
ENSG00000155111,ENSP00000155111
ENSG00000155115,ENSP00000155115
ENSG00000155158,ENSP00000155158
ENSG00000155189,ENSP00000155189
ENSG00000155229,ENSP00000155229
ENSG00000155249,ENSP00000155249
ENSG00000155252,ENSP00000155252
ENSG00000155254,ENSP00000155254
ENSG00000155256,ENSP00000155256
ENSG00000155265,ENSP00000155265
ENSG00000155269,ENSP00000155269
ENSG00000155275,ENSP00000155275
ENSG00000155287,ENSP00000155287
ENSG00000155304,ENSP00000155304
ENSG00000155307,ENSP00000155307
ENSG00000155313,ENSP00000155313
ENSG00000155324,ENSP00000155324
ENSG00000155329,ENSP00000155329
ENSG00000155330,ENSP00000155330
ENSG00000155363,ENSP00000155363
ENSG00000155366,ENSP00000155366
ENSG00000155367,ENSP00000155367
ENSG00000155368,ENSP00000155368
ENSG00000155380,ENSP00000155380
ENSG00000155393,ENSP00000155393
ENSG00000155428,ENSP00000155428
ENSG00000155438,ENSP00000155438
ENSG00000155463,ENSP00000155463
ENSG00000155465,ENSP00000155465
ENSG00000155495,ENSP00000155495
ENSG00000155506,ENSP00000155506
ENSG00000155508,ENSP00000155508
ENSG00000155511,ENSP00000155511
ENSG00000155530,ENSP00000155530
ENSG00000155542,ENSP00000155542
ENSG00000155545,ENSP00000155545
ENSG00000155561,ENSP00000155561
ENSG00000155592,ENSP00000155592
ENSG00000155621,ENSP00000155621
ENSG00000155622,ENSP00000155622
ENSG00000155629,ENSP00000155629
ENSG00000155636,ENSP00000155636
ENSG00000155657,ENSP00000155657
ENSG00000155659,ENSP00000155659
ENSG00000155660,ENSP00000155660
ENSG00000155666,ENSP00000155666
ENSG00000155714,ENSP00000155714
ENSG00000155719,ENSP00000155719
ENSG00000155729,ENSP00000155729
ENSG00000155744,ENSP00000155744
ENSG00000155749,ENSP00000155749
ENSG00000155754,ENSP00000155754
ENSG00000155755,ENSP00000155755
ENSG00000155760,ENSP00000155760
ENSG00000155761,ENSP00000155761
ENSG00000155792,ENSP00000155792
ENSG00000155816,ENSP00000155816
ENSG00000155827,ENSP00000155827
ENSG00000155833,ENSP00000155833
ENSG00000155846,ENSP00000155846
ENSG00000155849,ENSP00000155849
ENSG00000155850,ENSP00000155850
ENSG00000155858,ENSP00000155858
ENSG00000155868,ENSP00000155868
ENSG00000155875,ENSP00000155875
ENSG00000155876,ENSP00000155876
ENSG00000155886,ENSP00000155886
ENSG00000155890,ENSP00000155890
ENSG00000155893,ENSP00000155893
ENSG00000155897,ENSP00000155897
ENSG00000155903,ENSP00000155903
ENSG00000155906,ENSP00000155906
ENSG00000155918,ENSP00000155918
ENSG00000155926,ENSP00000155926
ENSG00000155957,ENSP00000155957
ENSG00000155959,ENSP00000155959
ENSG00000155961,ENSP00000155961
ENSG00000155962,ENSP00000155962
ENSG00000155966,ENSP00000155966
ENSG00000155970,ENSP00000155970
ENSG00000155974,ENSP00000155974
ENSG00000155975,ENSP00000155975
ENSG00000155980,ENSP00000155980
ENSG00000156006,ENSP00000156006
ENSG00000156009,ENSP00000156009
ENSG00000156011,ENSP00000156011
ENSG00000156017,ENSP00000156017
ENSG00000156026,ENSP00000156026
ENSG00000156030,ENSP00000156030
ENSG00000156042,ENSP00000156042
ENSG00000156049,ENSP00000156049
ENSG00000156050,ENSP00000156050
ENSG00000156052,ENSP00000156052
ENSG00000156076,ENSP00000156076
ENSG00000156096,ENSP00000156096
ENSG00000156097,ENSP00000156097
ENSG00000156103,ENSP00000156103
ENSG00000156110,ENSP00000156110
ENSG00000156113,ENSP00000156113
ENSG00000156127,ENSP00000156127
ENSG00000156136,ENSP00000156136
ENSG00000156140,ENSP00000156140
ENSG00000156150,ENSP00000156150
ENSG00000156162,ENSP00000156162
ENSG00000156170,ENSP00000156170
ENSG00000156171,ENSP00000156171
ENSG00000156172,ENSP00000156172
ENSG00000156194,ENSP00000156194
ENSG00000156206,ENSP00000156206
ENSG00000156218,ENSP00000156218
ENSG00000156219,ENSP00000156219
ENSG00000156222,ENSP00000156222
ENSG00000156232,ENSP00000156232
ENSG00000156234,ENSP00000156234
ENSG00000156239,ENSP00000156239
ENSG00000156253,ENSP00000156253
ENSG00000156256,ENSP00000156256
ENSG00000156261,ENSP00000156261
ENSG00000156265,ENSP00000156265
ENSG00000156269,ENSP00000156269
ENSG00000156273,ENSP00000156273
ENSG00000156282,ENSP00000156282
ENSG00000156284,ENSP00000156284
ENSG00000156298,ENSP00000156298
ENSG00000156299,ENSP00000156299
ENSG00000156304,ENSP00000156304
ENSG00000156313,ENSP00000156313
ENSG00000156345,ENSP00000156345
ENSG00000156374,ENSP00000156374
ENSG00000156381,ENSP00000156381
ENSG00000156384,ENSP00000156384
ENSG00000156395,ENSP00000156395
ENSG00000156398,ENSP00000156398
ENSG00000156411,ENSP00000156411
ENSG00000156413,ENSP00000156413
ENSG00000156414,ENSP00000156414
ENSG00000156427,ENSP00000156427
ENSG00000156453,ENSP00000156453
ENSG00000156463,ENSP00000156463
ENSG00000156466,ENSP00000156466
ENSG00000156467,ENSP00000156467
ENSG00000156469,ENSP00000156469
ENSG00000156471,ENSP00000156471
ENSG00000156475,ENSP00000156475
ENSG00000156482,ENSP00000156482
ENSG00000156486,ENSP00000156486
ENSG00000156500,ENSP00000156500
ENSG00000156502,ENSP00000156502
ENSG00000156504,ENSP00000156504
ENSG00000156508,ENSP00000156508
ENSG00000156509,ENSP00000156509
ENSG00000156510,ENSP00000156510
ENSG00000156515,ENSP00000156515
ENSG00000156521,ENSP00000156521
ENSG00000156531,ENSP00000156531
ENSG00000156535,ENSP00000156535
ENSG00000156564,ENSP00000156564
ENSG00000156574,ENSP00000156574
ENSG00000156575,ENSP00000156575
ENSG00000156587,ENSP00000156587
ENSG00000156599,ENSP00000156599
ENSG00000156603,ENSP00000156603
ENSG00000156639,ENSP00000156639
ENSG00000156642,ENSP00000156642
ENSG00000156650,ENSP00000156650
ENSG00000156671,ENSP00000156671
ENSG00000156675,ENSP00000156675
ENSG00000156687,ENSP00000156687
ENSG00000156689,ENSP00000156689
ENSG00000156697,ENSP00000156697
ENSG00000156709,ENSP00000156709
ENSG00000156711,ENSP00000156711
ENSG00000156735,ENSP00000156735
ENSG00000156738,ENSP00000156738
ENSG00000156755,ENSP00000156755
ENSG00000156787,ENSP00000156787
ENSG00000156795,ENSP00000156795
ENSG00000156802,ENSP00000156802
ENSG00000156804,ENSP00000156804
ENSG00000156831,ENSP00000156831
ENSG00000156853,ENSP00000156853
ENSG00000156858,ENSP00000156858
ENSG00000156860,ENSP00000156860
ENSG00000156869,ENSP00000156869
ENSG00000156873,ENSP00000156873
ENSG00000156875,ENSP00000156875
ENSG00000156876,ENSP00000156876
ENSG00000156885,ENSP00000156885
ENSG00000156886,ENSP00000156886
ENSG00000156920,ENSP00000156920
ENSG00000156925,ENSP00000156925
ENSG00000156928,ENSP00000156928
ENSG00000156931,ENSP00000156931
ENSG00000156958,ENSP00000156958
ENSG00000156959,ENSP00000156959
ENSG00000156966,ENSP00000156966
ENSG00000156968,ENSP00000156968
ENSG00000156970,ENSP00000156970
ENSG00000156973,ENSP00000156973
ENSG00000156976,ENSP00000156976
ENSG00000156983,ENSP00000156983
ENSG00000156990,ENSP00000156990
ENSG00000157005,ENSP00000157005
ENSG00000157014,ENSP00000157014
ENSG00000157017,ENSP00000157017
ENSG00000157020,ENSP00000157020
ENSG00000157021,ENSP00000157021
ENSG00000157036,ENSP00000157036
ENSG00000157045,ENSP00000157045
ENSG00000157060,ENSP00000157060
ENSG00000157064,ENSP00000157064
ENSG00000157077,ENSP00000157077
ENSG00000157087,ENSP00000157087
ENSG00000157093,ENSP00000157093
ENSG00000157103,ENSP00000157103
ENSG00000157106,ENSP00000157106
ENSG00000157107,ENSP00000157107
ENSG00000157110,ENSP00000157110
ENSG00000157111,ENSP00000157111
ENSG00000157119,ENSP00000157119
ENSG00000157131,ENSP00000157131
ENSG00000157150,ENSP00000157150
ENSG00000157152,ENSP00000157152
ENSG00000157168,ENSP00000157168
ENSG00000157181,ENSP00000157181
ENSG00000157184,ENSP00000157184
ENSG00000157191,ENSP00000157191
ENSG00000157193,ENSP00000157193
ENSG00000157211,ENSP00000157211
ENSG00000157212,ENSP00000157212
ENSG00000157214,ENSP00000157214
ENSG00000157216,ENSP00000157216
ENSG00000157219,ENSP00000157219
ENSG00000157224,ENSP00000157224
ENSG00000157227,ENSP00000157227
ENSG00000157240,ENSP00000157240
ENSG00000157259,ENSP00000157259
ENSG00000157303,ENSP00000157303
ENSG00000157306,ENSP00000157306
ENSG00000157315,ENSP00000157315
ENSG00000157322,ENSP00000157322
ENSG00000157326,ENSP00000157326
ENSG00000157330,ENSP00000157330
ENSG00000157335,ENSP00000157335
ENSG00000157343,ENSP00000157343
ENSG00000157349,ENSP00000157349
ENSG00000157350,ENSP00000157350
ENSG00000157353,ENSP00000157353
ENSG00000157368,ENSP00000157368
ENSG00000157379,ENSP00000157379
ENSG00000157388,ENSP00000157388
ENSG00000157399,ENSP00000157399
ENSG00000157404,ENSP00000157404
ENSG00000157423,ENSP00000157423
ENSG00000157426,ENSP00000157426
ENSG00000157429,ENSP00000157429
ENSG00000157445,ENSP00000157445
ENSG00000157450,ENSP00000157450
ENSG00000157456,ENSP00000157456
ENSG00000157470,ENSP00000157470
ENSG00000157483,ENSP00000157483
ENSG00000157500,ENSP00000157500
ENSG00000157502,ENSP00000157502
ENSG00000157510,ENSP00000157510
ENSG00000157514,ENSP00000157514
ENSG00000157538,ENSP00000157538
ENSG00000157540,ENSP00000157540
ENSG00000157542,ENSP00000157542
ENSG00000157551,ENSP00000157551
ENSG00000157554,ENSP00000157554
ENSG00000157557,ENSP00000157557
ENSG00000157570,ENSP00000157570
ENSG00000157578,ENSP00000157578
ENSG00000157593,ENSP00000157593
ENSG00000157600,ENSP00000157600
ENSG00000157601,ENSP00000157601
ENSG00000157613,ENSP00000157613
ENSG00000157617,ENSP00000157617
ENSG00000157625,ENSP00000157625
ENSG00000157637,ENSP00000157637
ENSG00000157653,ENSP00000157653
ENSG00000157654,ENSP00000157654
ENSG00000157657,ENSP00000157657
ENSG00000157680,ENSP00000157680
ENSG00000157693,ENSP00000157693
ENSG00000157703,ENSP00000157703
ENSG00000157734,ENSP00000157734
ENSG00000157741,ENSP00000157741
ENSG00000157764,ENSP00000157764
ENSG00000157765,ENSP00000157765
ENSG00000157766,ENSP00000157766
ENSG00000157778,ENSP00000157778
ENSG00000157782,ENSP00000157782
ENSG00000157796,ENSP00000157796
ENSG00000157800,ENSP00000157800
ENSG00000157823,ENSP00000157823
ENSG00000157827,ENSP00000157827
ENSG00000157833,ENSP00000157833
ENSG00000157837,ENSP00000157837
ENSG00000157851,ENSP00000157851
ENSG00000157856,ENSP00000157856
ENSG00000157869,ENSP00000157869
ENSG00000157870,ENSP00000157870
ENSG00000157873,ENSP00000157873
ENSG00000157881,ENSP00000157881
ENSG00000157884,ENSP00000157884
ENSG00000157890,ENSP00000157890
ENSG00000157895,ENSP00000157895
ENSG00000157911,ENSP00000157911
ENSG00000157916,ENSP00000157916
ENSG00000157927,ENSP00000157927
ENSG00000157933,ENSP00000157933
ENSG00000157954,ENSP00000157954
ENSG00000157965,ENSP00000157965
ENSG00000157978,ENSP00000157978
ENSG00000157985,ENSP00000157985
ENSG00000157992,ENSP00000157992
ENSG00000157999,ENSP00000157999
ENSG00000158006,ENSP00000158006
ENSG00000158008,ENSP00000158008
ENSG00000158014,ENSP00000158014
ENSG00000158019,ENSP00000158019
ENSG00000158022,ENSP00000158022
ENSG00000158023,ENSP00000158023
ENSG00000158042,ENSP00000158042
ENSG00000158050,ENSP00000158050
ENSG00000158055,ENSP00000158055
ENSG00000158062,ENSP00000158062
ENSG00000158077,ENSP00000158077
ENSG00000158079,ENSP00000158079
ENSG00000158089,ENSP00000158089
ENSG00000158092,ENSP00000158092
ENSG00000158104,ENSP00000158104
ENSG00000158106,ENSP00000158106
ENSG00000158109,ENSP00000158109
ENSG00000158113,ENSP00000158113
ENSG00000158122,ENSP00000158122
ENSG00000158125,ENSP00000158125
ENSG00000158156,ENSP00000158156
ENSG00000158158,ENSP00000158158
ENSG00000158161,ENSP00000158161
ENSG00000158163,ENSP00000158163
ENSG00000158164,ENSP00000158164
ENSG00000158169,ENSP00000158169
